title,url,pageid,source_category,instance_of,wikidata_qid,founded,dissolved,validation
Faith Lutheran High School,https://en.wikipedia.org/wiki/Faith_Lutheran_High_School,30003511,"Schools in McHenry County, Illinois",high school,Q5431207,2004,,school
Harvard High School (Illinois),https://en.wikipedia.org/wiki/Harvard_High_School_(Illinois),37011654,"Schools in McHenry County, Illinois",high school,Q5676429,,,school
Huntley High School,https://en.wikipedia.org/wiki/Huntley_High_School,5528062,"Schools in McHenry County, Illinois",high school,Q15226968,,,school
Jacobs High School,https://en.wikipedia.org/wiki/Jacobs_High_School,1888323,"Schools in McHenry County, Illinois",high school,Q16994871,1975,,school
Johnsburg High School,https://en.wikipedia.org/wiki/Johnsburg_High_School,13358564,"Schools in McHenry County, Illinois",high school,Q6268086,1978,,school
Marengo Community High School,https://en.wikipedia.org/wiki/Marengo_Community_High_School,33467399,"Schools in McHenry County, Illinois",high school,Q6758966,,,school
Marian Central Catholic High School,https://en.wikipedia.org/wiki/Marian_Central_Catholic_High_School,6603438,"Schools in McHenry County, Illinois",high school,Q6761857,1959,,school
McHenry East High School,https://en.wikipedia.org/wiki/McHenry_East_High_School,26518368,"Schools in McHenry County, Illinois",high school,Q6801567,,,school
McHenry High School,https://en.wikipedia.org/wiki/McHenry_High_School,26333371,"Schools in McHenry County, Illinois",high school,Q6801576,1924,,school
Prairie Ridge High School,https://en.wikipedia.org/wiki/Prairie_Ridge_High_School,7581175,"Schools in McHenry County, Illinois",high school,Q7237952,1997,,school
Richmond-Burton Community High School,https://en.wikipedia.org/wiki/Richmond-Burton_Community_High_School,18609982,"Schools in McHenry County, Illinois",high school,Q7330743,,,school
Woodstock High School (Illinois),https://en.wikipedia.org/wiki/Woodstock_High_School_(Illinois),5064435,"Schools in McHenry County, Illinois",high school,Q8033433,,,school
Woodstock North High School (Illinois),https://en.wikipedia.org/wiki/Woodstock_North_High_School_(Illinois),29220408,"Schools in McHenry County, Illinois",high school,Q8033444,,,school
Lexington High School (Illinois),https://en.wikipedia.org/wiki/Lexington_High_School_(Illinois),14005307,"Schools in McLean County, Illinois",high school,Q6537815,,,school
"Olympia High School (Stanford, Illinois)","https://en.wikipedia.org/wiki/Olympia_High_School_(Stanford,_Illinois)",15878622,"Schools in McLean County, Illinois",high school,Q7088961,,,school
Mercer County High School (Illinois),https://en.wikipedia.org/wiki/Mercer_County_High_School_(Illinois),25362148,"Schools in Mercer County, Illinois",high school,Q6818275,2009,,school
Columbia High School (Illinois),https://en.wikipedia.org/wiki/Columbia_High_School_(Illinois),10762811,"Schools in Monroe County, Illinois",high school,Q5149714,,,school
Gibault Catholic High School,https://en.wikipedia.org/wiki/Gibault_Catholic_High_School,11296266,"Schools in Monroe County, Illinois",high school,Q5558669,1946,,school
Waterloo High School (Illinois),https://en.wikipedia.org/wiki/Waterloo_High_School_(Illinois),13143519,"Schools in Monroe County, Illinois",high school,Q7974239,1895,,school
Hillsboro High School (Illinois),https://en.wikipedia.org/wiki/Hillsboro_High_School_(Illinois),31208609,"Schools in Montgomery County, Illinois",high school,Q14687548,,,school
Lincolnwood High School,https://en.wikipedia.org/wiki/Lincolnwood_High_School,31188030,"Schools in Montgomery County, Illinois",high school,Q6551304,1962,,school
"Litchfield High School (Litchfield, Illinois)","https://en.wikipedia.org/wiki/Litchfield_High_School_(Litchfield,_Illinois)",31208672,"Schools in Montgomery County, Illinois",high school,Q6647462,,,school
Nokomis High School,https://en.wikipedia.org/wiki/Nokomis_High_School,31208734,"Schools in Montgomery County, Illinois",high school,Q7048098,,,school
Franklin Junior/Senior High School,https://en.wikipedia.org/wiki/Franklin_Junior/Senior_High_School,52891644,"Schools in Morgan County, Illinois",high school,Q28457065,,,school
Jacksonville High School (Illinois),https://en.wikipedia.org/wiki/Jacksonville_High_School_(Illinois),73432906,"Schools in Morgan County, Illinois",high school,Q117459230,,,school
Routt Catholic High School,https://en.wikipedia.org/wiki/Routt_Catholic_High_School,11339296,"Schools in Morgan County, Illinois",high school,Q7371630,1902,,school
"Byron High School (Byron, Illinois)","https://en.wikipedia.org/wiki/Byron_High_School_(Byron,_Illinois)",12821366,"Schools in Ogle County, Illinois",high school,Q5004382,,,school
Polo Community High School,https://en.wikipedia.org/wiki/Polo_Community_High_School,62437174,"Schools in Ogle County, Illinois",high school,Q85793867,,,school
Academy of Our Lady/Spalding Institute,https://en.wikipedia.org/wiki/Academy_of_Our_Lady/Spalding_Institute,28367478,"Schools in Peoria County, Illinois",high school,Q4671508,1863,,school
"Bergan High School (Peoria, Illinois)","https://en.wikipedia.org/wiki/Bergan_High_School_(Peoria,_Illinois)",28367421,"Schools in Peoria County, Illinois",high school,Q4891436,1964,,school
Brimfield High School,https://en.wikipedia.org/wiki/Brimfield_High_School,26127191,"Schools in Peoria County, Illinois",high school,Q4968117,,,school
Dunlap High School,https://en.wikipedia.org/wiki/Dunlap_High_School,19260633,"Schools in Peoria County, Illinois",high school,Q5315412,1893,,school
"Elmwood High School (Elmwood, Illinois)","https://en.wikipedia.org/wiki/Elmwood_High_School_(Elmwood,_Illinois)",26127466,"Schools in Peoria County, Illinois",high school,Q5366970,,,school
Farmington Central High School (Illinois),https://en.wikipedia.org/wiki/Farmington_Central_High_School_(Illinois),25310751,"Schools in Peoria County, Illinois",high school,Q5435885,2004,,school
Illini Bluffs High School,https://en.wikipedia.org/wiki/Illini_Bluffs_High_School,26332579,"Schools in Peoria County, Illinois",high school,Q5999229,,,school
Illinois Valley Central High School,https://en.wikipedia.org/wiki/Illinois_Valley_Central_High_School,26337155,"Schools in Peoria County, Illinois",high school,Q14687600,,,school
Limestone Community High School District 310,https://en.wikipedia.org/wiki/Limestone_Community_High_School_District_310,15117701,"Schools in Peoria County, Illinois",high school,Q6549317,1953,,school
"Manual High School (Peoria, Illinois)","https://en.wikipedia.org/wiki/Manual_High_School_(Peoria,_Illinois)",8801667,"Schools in Peoria County, Illinois",high school,Q6752307,1909,,school
Parsons Horological Institute,https://en.wikipedia.org/wiki/Parsons_Horological_Institute,53332441,"Schools in Peoria County, Illinois",technical school,Q29093839,1886,,school
Peoria Heights High School,https://en.wikipedia.org/wiki/Peoria_Heights_High_School,26153415,"Schools in Peoria County, Illinois",high school,Q7166138,,,school
"Peoria High School (Peoria, Illinois)","https://en.wikipedia.org/wiki/Peoria_High_School_(Peoria,_Illinois)",8763538,"Schools in Peoria County, Illinois",high school,Q7166144,1856,,school
Peoria Notre Dame High School,https://en.wikipedia.org/wiki/Peoria_Notre_Dame_High_School,3994985,"Schools in Peoria County, Illinois",high school|Catholic school,Q7166150,1988,,school
Princeville High School,https://en.wikipedia.org/wiki/Princeville_High_School,26022730,"Schools in Peoria County, Illinois",high school,Q7245036,,,school
Richwoods High School,https://en.wikipedia.org/wiki/Richwoods_High_School,2492920,"Schools in Peoria County, Illinois",high school,Q7331138,1957,,school
"St. Jude Catholic School (Peoria, Illinois)","https://en.wikipedia.org/wiki/St._Jude_Catholic_School_(Peoria,_Illinois)",26252285,"Schools in Peoria County, Illinois",,,,,unverified
Woodruff Career and Technical Center,https://en.wikipedia.org/wiki/Woodruff_Career_and_Technical_Center,8801514,"Schools in Peoria County, Illinois",high school,Q14688268,1937,,school
Pinckneyville Community High School,https://en.wikipedia.org/wiki/Pinckneyville_Community_High_School,26770209,"Schools in Perry County, Illinois",high school,Q7194956,,,school
Griggsville-Perry High School,https://en.wikipedia.org/wiki/Griggsville-Perry_High_School,26315049,"Schools in Pike County, Illinois",high school,Q5608984,,,school
Pittsfield High School (Illinois),https://en.wikipedia.org/wiki/Pittsfield_High_School_(Illinois),26310452,"Schools in Pike County, Illinois",high school,Q7199478,,,school
Pleasant Hill High School (Illinois),https://en.wikipedia.org/wiki/Pleasant_Hill_High_School_(Illinois),26315244,"Schools in Pike County, Illinois",high school,Q7203868,,,school
Western High School (Illinois),https://en.wikipedia.org/wiki/Western_High_School_(Illinois),26312774,"Schools in Pike County, Illinois",high school,Q7987910,,,school
"Century High School (Ullin, Illinois)","https://en.wikipedia.org/wiki/Century_High_School_(Ullin,_Illinois)",14230516,"Schools in Pulaski County, Illinois",high school,Q5063163,1932,,school
"Meridian High School (Mounds, Illinois)","https://en.wikipedia.org/wiki/Meridian_High_School_(Mounds,_Illinois)",8907284,"Schools in Pulaski County, Illinois",high school,Q6819317,,,school
Putnam County High School,https://en.wikipedia.org/wiki/Putnam_County_High_School,29790944,"Schools in Putnam County, Illinois",high school,Q17065894,,,school
"Chester High School (Chester, Illinois)","https://en.wikipedia.org/wiki/Chester_High_School_(Chester,_Illinois)",14548187,"Schools in Randolph County, Illinois",high school,Q5093597,,,school
Alleman Catholic High School,https://en.wikipedia.org/wiki/Alleman_Catholic_High_School,11296730,"Schools in Rock Island County, Illinois",high school,Q4731442,1949,,school
"Garfield Elementary School (Moline, Illinois)","https://en.wikipedia.org/wiki/Garfield_Elementary_School_(Moline,_Illinois)",55655669,"Schools in Rock Island County, Illinois",school building,Q48838717,,,school
Moline High School,https://en.wikipedia.org/wiki/Moline_High_School,8581544,"Schools in Rock Island County, Illinois",high school,Q6896196,1908,,school
"Riverdale High School (Port Byron, Illinois)","https://en.wikipedia.org/wiki/Riverdale_High_School_(Port_Byron,_Illinois)",25360926,"Schools in Rock Island County, Illinois",high school,Q7338152,1955,,school
Rock Island High School,https://en.wikipedia.org/wiki/Rock_Island_High_School,9399001,"Schools in Rock Island County, Illinois",high school,Q7354507,1936,,school
Rockridge High School,https://en.wikipedia.org/wiki/Rockridge_High_School,25296963,"Schools in Rock Island County, Illinois",high school,Q7355550,,,school
Sherrard High School,https://en.wikipedia.org/wiki/Sherrard_High_School,25301083,"Schools in Rock Island County, Illinois",high school,Q7495320,,,school
United Township High School,https://en.wikipedia.org/wiki/United_Township_High_School,18436413,"Schools in Rock Island County, Illinois",high school,Q7893606,1915,,school
Divernon High School,https://en.wikipedia.org/wiki/Divernon_High_School,10269670,"Schools in Sangamon County, Illinois",high school,Q5283908,1900,2007,defunct
Glenwood High School (Illinois),https://en.wikipedia.org/wiki/Glenwood_High_School_(Illinois),3421231,"Schools in Sangamon County, Illinois",high school,Q5569476,,,school
New Berlin High School,https://en.wikipedia.org/wiki/New_Berlin_High_School,58461271,"Schools in Sangamon County, Illinois",high school,Q60743400,,,school
Pleasant Plains High School,https://en.wikipedia.org/wiki/Pleasant_Plains_High_School,31242792,"Schools in Sangamon County, Illinois",high school,Q7203918,1927,,school
Rochester High School (Illinois),https://en.wikipedia.org/wiki/Rochester_High_School_(Illinois),24907357,"Schools in Sangamon County, Illinois",high school,Q7353982,,,school
Rushville-Industry High School,https://en.wikipedia.org/wiki/Rushville-Industry_High_School,26310742,"Schools in Schuyler County, Illinois",high school,Q7380881,2005,,school
Winchester High School (Illinois),https://en.wikipedia.org/wiki/Winchester_High_School_(Illinois),31101568,"Schools in Scott County, Illinois",high school,Q8023808,,,school
Stewardson-Strasburg High School,https://en.wikipedia.org/wiki/Stewardson-Strasburg_High_School,10940446,"Schools in Shelby County, Illinois",high school,Q7615679,,,school
Althoff Catholic High School,https://en.wikipedia.org/wiki/Althoff_Catholic_High_School,17322103,"Schools in St. Clair County, Illinois",high school,Q4736670,1964,,school
Belleville High School-East,https://en.wikipedia.org/wiki/Belleville_High_School-East,24753664,"Schools in St. Clair County, Illinois",high school,Q4883854,1966,,school
Belleville High School-West,https://en.wikipedia.org/wiki/Belleville_High_School-West,26440023,"Schools in St. Clair County, Illinois",high school,Q4883855,1916,,school
"Berean Christian School (Fairview Heights, Illinois)","https://en.wikipedia.org/wiki/Berean_Christian_School_(Fairview_Heights,_Illinois)",19727155,"Schools in St. Clair County, Illinois",school,Q4891184,1972,,school
Cahokia High School,https://en.wikipedia.org/wiki/Cahokia_High_School,12228056,"Schools in St. Clair County, Illinois",high school,Q14687423,1952,,school
Collinsville High School,https://en.wikipedia.org/wiki/Collinsville_High_School,13609477,"Schools in St. Clair County, Illinois",high school,Q5147459,,,school
East St. Louis Lincoln High School,https://en.wikipedia.org/wiki/East_St._Louis_Lincoln_High_School,49767067,"Schools in St. Clair County, Illinois",high school,Q23091861,1909,1998,defunct
East St. Louis Senior High School,https://en.wikipedia.org/wiki/East_St._Louis_Senior_High_School,20524996,"Schools in St. Clair County, Illinois",high school,Q5329419,,,school
Freeburg Community High School,https://en.wikipedia.org/wiki/Freeburg_Community_High_School,29575140,"Schools in St. Clair County, Illinois",high school,Q5500382,1904,,school
Lebanon High School (Illinois),https://en.wikipedia.org/wiki/Lebanon_High_School_(Illinois),12501887,"Schools in St. Clair County, Illinois",high school,Q6511088,,,school
