Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Foxborough Regional Charter School",35437341,"https://en.wikipedia.org/wiki/Foxborough_Regional_Charter_School","Massachusetts","131 Central StreetFoxborough","","Massachusetts","charter","Charter high schools in Massachusetts"
"Foxhollow School",56278185,"https://en.wikipedia.org/wiki/Foxhollow_School","Massachusetts","Lenox","","Massachusetts","private","Private high schools in Massachusetts"
"Francis W. Parker Charter Essential School",5207653,"https://en.wikipedia.org/wiki/Francis_W._Parker_Charter_Essential_School","Massachusetts","49 Antietam St.Devens","","Massachusetts","charter","Charter high schools in Massachusetts"
"Frontier Regional School",22440677,"https://en.wikipedia.org/wiki/Frontier_Regional_School","Massachusetts","South Deerfield, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Gateway Regional High School (Massachusetts)",18167906,"https://en.wikipedia.org/wiki/Gateway_Regional_High_School_(Massachusetts)","Massachusetts","Huntington, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Greenfield High School (Massachusetts)",30326713,"https://en.wikipedia.org/wiki/Greenfield_High_School_(Massachusetts)","Massachusetts","21 Barr AvenueGreenfield","","Massachusetts","public","Public high schools in Massachusetts"
"Hampshire Regional High School",3590341,"https://en.wikipedia.org/wiki/Hampshire_Regional_High_School","Massachusetts","19 Stage RoadWesthampton","","Massachusetts","public","Public high schools in Massachusetts"
"Harwich High School",16204301,"https://en.wikipedia.org/wiki/Harwich_High_School","Massachusetts","75 Oak Street","","Massachusetts","public","Public high schools in Massachusetts"
"Heritage Academy Longmeadow",14483305,"https://en.wikipedia.org/wiki/Heritage_Academy_Longmeadow","Massachusetts","Longmeadow, Massachusetts","","Massachusetts","unknown","Jewish day schools in Massachusetts"
"High School of Commerce (Massachusetts)",60479806,"https://en.wikipedia.org/wiki/High_School_of_Commerce_(Massachusetts)","Massachusetts","Springfield, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Holy Family High School (New Bedford, Massachusetts)",47955284,"https://en.wikipedia.org/wiki/Holy_Family_High_School_(New_Bedford,_Massachusetts)","Massachusetts","New Bedford","Bristol County, Massachusetts","Massachusetts","private","Private high schools in Massachusetts"
"Holyoke Catholic High School",5379257,"https://en.wikipedia.org/wiki/Holyoke_Catholic_High_School","Massachusetts","Chicopee, Massachusetts","","Massachusetts","private","Catholic secondary schools in Massachusetts"
"Holyoke High School",36509400,"https://en.wikipedia.org/wiki/Holyoke_High_School","Massachusetts","Holyoke, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Hoosac Valley High School",11110837,"https://en.wikipedia.org/wiki/Hoosac_Valley_High_School","Massachusetts","Cheshire","","MA 01220","public","Public high schools in Massachusetts"
"Hopkins Academy",22354375,"https://en.wikipedia.org/wiki/Hopkins_Academy","Massachusetts","Hadley, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Inly School",26396625,"https://en.wikipedia.org/wiki/Inly_School","Massachusetts","","","Massachusetts","unknown","Massachusetts school stubs"
"John Dewey Academy",3546424,"https://en.wikipedia.org/wiki/John_Dewey_Academy","Massachusetts","Great Barrington, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"Johnson School (North Adams, Massachusetts)",18706449,"https://en.wikipedia.org/wiki/Johnson_School_(North_Adams,_Massachusetts)","Massachusetts","North Adams","Berkshire County","collapsed","public","Schools in Berkshire County, Massachusetts"
"Lee High School (Massachusetts)",55830436,"https://en.wikipedia.org/wiki/Lee_High_School_(Massachusetts)","Massachusetts","Lee, Massachusetts 01238","","Massachusetts","public","Public high schools in Massachusetts"
"Lenox Academy",18706468,"https://en.wikipedia.org/wiki/Lenox_Academy","Massachusetts","65 Main St.","","Massachusetts","private","Private schools in Massachusetts"
"Lenox Memorial High School (Massachusetts)",51264142,"https://en.wikipedia.org/wiki/Lenox_Memorial_High_School_(Massachusetts)","Massachusetts","Lenox, Massachusetts","Berkshire County, Massachusetts","Massachusetts","public","Public high schools in Massachusetts"
"Lenox School for Boys",13187568,"https://en.wikipedia.org/wiki/Lenox_School_for_Boys","Massachusetts","Lenox, Massachusetts","","Massachusetts","unknown","Boys' schools in Massachusetts"
"Lexington Christian Academy (Massachusetts)",10432577,"https://en.wikipedia.org/wiki/Lexington_Christian_Academy_(Massachusetts)","Massachusetts","Lexington, Massachusetts","","collapsed","private","Private high schools in Massachusetts"
"Linden Hill School",35552262,"https://en.wikipedia.org/wiki/Linden_Hill_School","Massachusetts","Northfield, Massachusetts","","Massachusetts","private","Christian schools in Massachusetts"
"Long Plain School",42192650,"https://en.wikipedia.org/wiki/Long_Plain_School","Massachusetts","1203 Main Street","","Massachusetts","unknown","Massachusetts school stubs"
"Longmeadow High School",10112617,"https://en.wikipedia.org/wiki/Longmeadow_High_School","Massachusetts","95 Grassy Gutter RoadLongmeadow","","MA 01106","public","Public high schools in Massachusetts"
"Ludlow High School",26878430,"https://en.wikipedia.org/wiki/Ludlow_High_School","Massachusetts","Ludlow, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"MacDuffie School",2083501,"https://en.wikipedia.org/wiki/MacDuffie_School","Massachusetts","Granby, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"Magnificat Academy",12062895,"https://en.wikipedia.org/wiki/Magnificat_Academy","Massachusetts","New Braintree, Massachusetts","Worcester County, Massachusetts","Massachusetts","unknown","Massachusetts school stubs"
"Martha's Vineyard Regional High School",3052443,"https://en.wikipedia.org/wiki/Martha%27s_Vineyard_Regional_High_School","Massachusetts","Oak Bluffs, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Massachusetts Charter School Athletic Organization",13491089,"https://en.wikipedia.org/wiki/Massachusetts_Charter_School_Athletic_Organization","Massachusetts","","","Massachusetts","charter","Charter schools in Massachusetts"
"Massachusetts Institute of Technology School of Engineering",12751706,"https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology_School_of_Engineering","Massachusetts","Cambridge","","Massachusetts","unknown","Massachusetts school stubs"
"Massachusetts School of Art",17613038,"https://en.wikipedia.org/wiki/Massachusetts_School_of_Art","Massachusetts","Boston","","Massachusetts","unknown","Massachusetts school stubs"
"Minnechaug Regional High School",3587505,"https://en.wikipedia.org/wiki/Minnechaug_Regional_High_School","Massachusetts","Wilbraham, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Miss Hall's School",5425558,"https://en.wikipedia.org/wiki/Miss_Hall%27s_School","Massachusetts","Pittsfield, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"Mohawk Trail Regional High School",16877730,"https://en.wikipedia.org/wiki/Mohawk_Trail_Regional_High_School","Massachusetts","Buckland, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Monson High School",7269596,"https://en.wikipedia.org/wiki/Monson_High_School","Massachusetts","Monson","","Massachusetts","public","Public high schools in Massachusetts"
"Moseley School (Westfield, Massachusetts)",65235662,"https://en.wikipedia.org/wiki/Moseley_School_(Westfield,_Massachusetts)","Massachusetts","25 Dartmouth St.","","Massachusetts","unknown","Schools in Westfield, Massachusetts"
"Mount Greylock Regional School",44022140,"https://en.wikipedia.org/wiki/Mount_Greylock_Regional_School","Massachusetts","Williamstown, Massachusetts","","Massachusetts 01267","public","Public high schools in Massachusetts"
"Mount Pleasant Classical Institute",64573782,"https://en.wikipedia.org/wiki/Mount_Pleasant_Classical_Institute","Massachusetts","","","Massachusetts","unknown","Boarding schools in Massachusetts"
"Myrtle Street School",18733031,"https://en.wikipedia.org/wiki/Myrtle_Street_School","Massachusetts","Springfield","","Massachusetts","unknown","Schools in Springfield, Massachusetts"
"NEARI School",4119503,"https://en.wikipedia.org/wiki/NEARI_School","Massachusetts","","","Massachusetts","unknown","Special schools in Massachusetts"
"Nantucket High School",5093062,"https://en.wikipedia.org/wiki/Nantucket_High_School","Massachusetts","Nantucket, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"New England School of Photography",15014422,"https://en.wikipedia.org/wiki/New_England_School_of_Photography","Massachusetts","Boston","","Massachusetts","unknown","Massachusetts school stubs"
"North Andover High School",5792999,"https://en.wikipedia.org/wiki/North_Andover_High_School","Massachusetts","430 Osgood StreetNorth Andover","","MA 01845","public","Public high schools in Massachusetts"
"North Bennet Street School",34218923,"https://en.wikipedia.org/wiki/North_Bennet_Street_School","Massachusetts","Boston","","Massachusetts","private","Private schools in Massachusetts"
"Northampton High School (Massachusetts)",10628890,"https://en.wikipedia.org/wiki/Northampton_High_School_(Massachusetts)","Massachusetts","Northampton, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Northfield Mount Hermon School",607488,"https://en.wikipedia.org/wiki/Northfield_Mount_Hermon_School","Massachusetts","Gill, Massachusetts","","Massachusetts","private","Private high schools in Massachusetts"
"Notre Dame-Immaculate Conception School",19078472,"https://en.wikipedia.org/wiki/Notre_Dame-Immaculate_Conception_School","Massachusetts","","Hampshire County","Massachusetts","public","Schools in Hampshire County, Massachusetts"
"Old Central High School (Pittsfield, Massachusetts)",18719122,"https://en.wikipedia.org/wiki/Old_Central_High_School_(Pittsfield,_Massachusetts)","Massachusetts","Pittsfield","","Massachusetts","public","Public high schools in Massachusetts"
"Old East Boston High School",24981745,"https://en.wikipedia.org/wiki/Old_East_Boston_High_School","Massachusetts","Boston","","Massachusetts","unknown","Massachusetts school stubs"
"Old Watertown High School",18770952,"https://en.wikipedia.org/wiki/Old_Watertown_High_School","Massachusetts","Watertown","","Massachusetts","public","Public high schools in Massachusetts"
"Oread Institute",608417,"https://en.wikipedia.org/wiki/Oread_Institute","Massachusetts","","","","unknown","Massachusetts school stubs"
"Palmer High School (Massachusetts)",8824396,"https://en.wikipedia.org/wiki/Palmer_High_School_(Massachusetts)","Massachusetts","Palmer, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Paulo Freire Social Justice Charter School",60136846,"https://en.wikipedia.org/wiki/Paulo_Freire_Social_Justice_Charter_School","Massachusetts","Chicopee","Hampden County","MA United States","public","High schools in Hampden County, Massachusetts"
"Pioneer Valley Chinese Immersion Charter School",21163323,"https://en.wikipedia.org/wiki/Pioneer_Valley_Chinese_Immersion_Charter_School","Massachusetts","Hadley","","Massachusetts","charter","Charter high schools in Massachusetts"
"Pioneer Valley Christian Academy",30556921,"https://en.wikipedia.org/wiki/Pioneer_Valley_Christian_Academy","Massachusetts","Springfield","","Massachusetts","private","Private high schools in Massachusetts"
"Pioneer Valley Performing Arts Charter Public School",2986794,"https://en.wikipedia.org/wiki/Pioneer_Valley_Performing_Arts_Charter_Public_School","Massachusetts","Hadley","","Massachusetts","charter","Charter high schools in Massachusetts"
"Pioneer Valley Regional School",27306851,"https://en.wikipedia.org/wiki/Pioneer_Valley_Regional_School","Massachusetts","Northfield, Massachusetts","","Massachusetts 01360","public","Public high schools in Massachusetts"
"Pittsfield High School (Massachusetts)",37113757,"https://en.wikipedia.org/wiki/Pittsfield_High_School_(Massachusetts)","Massachusetts","Pittsfield, Massachusetts","","Massachusetts","public","Public high schools in Massachusetts"
"Pleasant Street School (Spencer, Massachusetts)",41947016,"https://en.wikipedia.org/wiki/Pleasant_Street_School_(Spencer,_Massachusetts)","Massachusetts","54 Pleasant Street","","Massachusetts","unknown","Massachusetts school stubs"
"Pond Street School",42119173,"https://en.wikipedia.org/wiki/Pond_Street_School","Massachusetts","235 Pond St.","","Massachusetts","unknown","Massachusetts school stubs"
"Pope Francis Preparatory School",1557603,"https://en.wikipedia.org/wiki/Pope_Francis_Preparatory_School","Massachusetts","Springfield, Massachusetts","","Massachusetts","private","Catholic secondary schools in Massachusetts"
"Porter and Chester Institute",23629663,"https://en.wikipedia.org/wiki/Porter_and_Chester_Institute","Massachusetts","Hartford","","Conn.","unknown","Schools in Massachusetts"
